시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원)
202102하순,배추,얼갈이배추,4키로상자,상,4597.61904761904,7765.66666666666
202103상순,배추,얼갈이배추,4키로상자,상,4947.62037037037,7260.88888888888
202103중순,배추,얼갈이배추,4키로상자,상,4672.80092592592,9804.77777777777
202103하순,배추,얼갈이배추,4키로상자,상,4818.35925925925,8091.0
202104상순,배추,얼갈이배추,4키로상자,상,4322.31018518518,7818.22222222222
202104중순,배추,얼갈이배추,4키로상자,상,3894.76851851851,6406.5
202104하순,배추,얼갈이배추,4키로상자,상,3971.07407407407,5296.22222222222
202105상순,배추,얼갈이배추,4키로상자,상,4283.75,4817.375
202105중순,배추,얼갈이배추,4키로상자,상,3832.36574074074,4607.33333333333
202105하순,배추,얼갈이배추,4키로상자,상,4061.92962962963,6074.88888888888
202106상순,배추,얼갈이배추,4키로상자,상,4040.73148148148,5361.88888888888
202106중순,배추,얼갈이배추,4키로상자,상,4361.7037037037,5587.625
202106하순,배추,얼갈이배추,4키로상자,상,5139.79166666666,8201.44444444444
202107상순,배추,얼갈이배추,4키로상자,상,6942.875,7918.0
202107중순,배추,얼갈이배추,4키로상자,상,8128.98611111111,9257.5
202107하순,배추,얼갈이배추,4키로상자,상,6455.29629629629,9385.6
202108상순,배추,얼갈이배추,4키로상자,상,11935.2083333333,9827.14285714285
202108중순,배추,얼갈이배추,4키로상자,상,10061.7777777777,10732.2222222222
202108하순,배추,얼갈이배추,4키로상자,상,9220.54814814815,8902.88888888888
202109상순,배추,얼갈이배추,4키로상자,상,8889.46759259259,15680.0
202109중순,배추,얼갈이배추,4키로상자,상,8578.31666666666,12155.0
202109하순,배추,얼갈이배추,4키로상자,상,5171.55555555555,6351.83333333333
202110상순,배추,얼갈이배추,4키로상자,상,4079.00555555555,6288.375
202110중순,배추,얼갈이배추,4키로상자,상,3826.07407407407,8787.0
202110하순,배추,얼갈이배추,4키로상자,상,3791.92592592592,8977.66666666666
202111상순,배추,얼갈이배추,4키로상자,상,3913.78703703703,6874.77777777777
202111중순,배추,얼갈이배추,4키로상자,상,3645.4074074074,6796.44444444444
202111하순,배추,얼갈이배추,4키로상자,상,3707.81481481481,8926.25
202112상순,배추,얼갈이배추,4키로상자,상,4069.56944444444,7665.44444444444
202112중순,배추,얼갈이배추,4키로상자,상,4198.97685185185,9149.75
202112하순,배추,얼갈이배추,4키로상자,상,4337.44444444444,7316.7
201801상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201801중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201801하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201802상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201802중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201802하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201803상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201803중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201803하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201804상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201804중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201804하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201805상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201805중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201805하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201806상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201806중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201806하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201807상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201807중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201807하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201808상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201808중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201808하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201809상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201809중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201809하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201810상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201810중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201810하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201811상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201811중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201811하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201812상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201812중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201812하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201901상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201901중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201901하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201902상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201902중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201902하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201903상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201903중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201903하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201904상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201904중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201904하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201905상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201905중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201905하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201906상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201906중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201906하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201907상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201907중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201907하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201908상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201908중순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201908하순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201909상순,배추,얼갈이배추,8키로상자,하,0.0,0.0
201909중순,배추,얼갈이배추,8키로상자,하,0.0,5041.66666666666
201909하순,배추,얼갈이배추,8키로상자,하,0.0,11653.5
201910상순,배추,얼갈이배추,8키로상자,하,0.0,9910.22222222222
201910중순,배추,얼갈이배추,8키로상자,하,0.0,11314.125
201910하순,배추,얼갈이배추,8키로상자,하,0.0,9966.3
201911상순,배추,얼갈이배추,8키로상자,하,0.0,5441.25
201911중순,배추,얼갈이배추,8키로상자,하,0.0,4070.33333333333
201911하순,배추,얼갈이배추,8키로상자,하,0.0,3523.44444444444
201912상순,배추,얼갈이배추,8키로상자,하,0.0,3031.875
201912중순,배추,얼갈이배추,8키로상자,하,0.0,3186.0
201912하순,배추,얼갈이배추,8키로상자,하,0.0,2244.0
202001상순,배추,얼갈이배추,8키로상자,하,0.0,2811.14285714285
202001중순,배추,얼갈이배추,8키로상자,하,0.0,2658.0
202001하순,배추,얼갈이배추,8키로상자,하,0.0,2047.875
202002상순,배추,얼갈이배추,8키로상자,하,0.0,2698.25
202002중순,배추,얼갈이배추,8키로상자,하,0.0,2896.22222222222
202002하순,배추,얼갈이배추,8키로상자,하,0.0,3528.0
202003상순,배추,얼갈이배추,8키로상자,하,0.0,4473.875
202003중순,배추,얼갈이배추,8키로상자,하,0.0,4481.77777777777
202003하순,배추,얼갈이배추,8키로상자,하,0.0,5856.77777777777
202004상순,배추,얼갈이배추,8키로상자,하,0.0,5570.33333333333
202004중순,배추,얼갈이배추,8키로상자,하,0.0,5946.0
202004하순,배추,얼갈이배추,8키로상자,하,0.0,5436.88888888888
202005상순,배추,얼갈이배추,8키로상자,하,0.0,5613.25
202005중순,배추,얼갈이배추,8키로상자,하,0.0,4406.66666666666
202005하순,배추,얼갈이배추,8키로상자,하,0.0,3401.22222222222
202006상순,배추,얼갈이배추,8키로상자,하,0.0,3095.33333333333
202006중순,배추,얼갈이배추,8키로상자,하,0.0,4437.77777777777
202006하순,배추,얼갈이배추,8키로상자,하,0.0,5370.5
202007상순,배추,얼갈이배추,8키로상자,하,0.0,7698.22222222222
202007중순,배추,얼갈이배추,8키로상자,하,0.0,9191.375
202007하순,배추,얼갈이배추,8키로상자,하,0.0,5745.1
202008상순,배추,얼갈이배추,8키로상자,하,0.0,6505.42857142857
202008중순,배추,얼갈이배추,8키로상자,하,0.0,8899.33333333333
202008하순,배추,얼갈이배추,8키로상자,하,0.0,7428.88888888888
202009상순,배추,얼갈이배추,8키로상자,하,0.0,7673.22222222222
202009중순,배추,얼갈이배추,8키로상자,하,0.0,11538.5
202009하순,배추,얼갈이배추,8키로상자,하,0.0,10421.6666666666
202010상순,배추,얼갈이배추,8키로상자,하,0.0,4146.83333333333
202010중순,배추,얼갈이배추,8키로상자,하,0.0,3267.75
202010하순,배추,얼갈이배추,8키로상자,하,0.0,2287.2
202011상순,배추,얼갈이배추,8키로상자,하,0.0,2125.25
202011중순,배추,얼갈이배추,8키로상자,하,0.0,2458.33333333333
202011하순,배추,얼갈이배추,8키로상자,하,0.0,1897.75
202012상순,배추,얼갈이배추,8키로상자,하,0.0,1832.33333333333
202012중순,배추,얼갈이배추,8키로상자,하,0.0,2100.375
202012하순,배추,얼갈이배추,8키로상자,하,0.0,3202.9
202101상순,배추,얼갈이배추,8키로상자,하,0.0,4117.5
202101중순,배추,얼갈이배추,8키로상자,하,0.0,5766.55555555555
202101하순,배추,얼갈이배추,8키로상자,하,0.0,5543.0
202102상순,배추,얼갈이배추,8키로상자,하,0.0,7892.22222222222
202102중순,배추,얼갈이배추,8키로상자,하,0.0,11790.7142857142
202102하순,배추,얼갈이배추,8키로상자,하,0.0,8395.16666666666
202103상순,배추,얼갈이배추,8키로상자,하,0.0,12197.2222222222
202103중순,배추,얼갈이배추,8키로상자,하,0.0,14518.5555555555
202103하순,배추,얼갈이배추,8키로상자,하,0.0,12021.8888888888
202104상순,배추,얼갈이배추,8키로상자,하,0.0,9725.88888888888
202104중순,배추,얼갈이배추,8키로상자,하,0.0,9331.0
202104하순,배추,얼갈이배추,8키로상자,하,0.0,6047.55555555555
202105상순,배추,얼갈이배추,8키로상자,하,0.0,4936.5
202105중순,배추,얼갈이배추,8키로상자,하,0.0,3989.44444444444
202105하순,배추,얼갈이배추,8키로상자,하,0.0,3923.0
202106상순,배추,얼갈이배추,8키로상자,하,0.0,4120.77777777777
202106중순,배추,얼갈이배추,8키로상자,하,0.0,3880.125
202106하순,배추,얼갈이배추,8키로상자,하,0.0,4506.0
202107상순,배추,얼갈이배추,8키로상자,하,0.0,4110.33333333333
202107중순,배추,얼갈이배추,8키로상자,하,0.0,5263.5
202107하순,배추,얼갈이배추,8키로상자,하,0.0,7890.5
202108상순,배추,얼갈이배추,8키로상자,하,0.0,10134.4285714285
202108중순,배추,얼갈이배추,8키로상자,하,0.0,13482.7777777777
202108하순,배추,얼갈이배추,8키로상자,하,0.0,7772.33333333333
202109상순,배추,얼갈이배추,8키로상자,하,0.0,10821.2222222222
202109중순,배추,얼갈이배추,8키로상자,하,0.0,9940.57142857143
202109하순,배추,얼갈이배추,8키로상자,하,0.0,4100.33333333333
202110상순,배추,얼갈이배추,8키로상자,하,0.0,2384.25
202110중순,배추,얼갈이배추,8키로상자,하,0.0,3708.44444444444
202110하순,배추,얼갈이배추,8키로상자,하,0.0,7688.55555555555
202111상순,배추,얼갈이배추,8키로상자,하,0.0,5942.33333333333
202111중순,배추,얼갈이배추,8키로상자,하,0.0,9867.33333333333
202111하순,배추,얼갈이배추,8키로상자,하,0.0,9797.375
202112상순,배추,얼갈이배추,8키로상자,하,0.0,8840.44444444444
202112중순,배추,얼갈이배추,8키로상자,하,0.0,9743.0
202112하순,배추,얼갈이배추,8키로상자,하,0.0,8075.6
201801상순,배추,얼갈이배추,4키로상자,중,5154.47619047619,4863.85714285714
201801중순,배추,얼갈이배추,4키로상자,중,4547.875,5224.55555555555
201801하순,배추,얼갈이배추,4키로상자,중,5007.93333333333,5048.66666666666
201802상순,배추,얼갈이배추,4키로상자,중,5014.90277777777,7052.88888888888
201802중순,배추,얼갈이배추,4키로상자,중,5071.2619047619,8386.33333333333
201802하순,배추,얼갈이배추,4키로상자,중,4174.60317460317,6440.14285714285
201803상순,배추,얼갈이배추,4키로상자,중,3800.69907407407,7961.0
201803중순,배추,얼갈이배추,4키로상자,중,3450.56481481481,6526.75
201803하순,배추,얼갈이배추,4키로상자,중,3704.05555555555,5798.0
201804상순,배추,얼갈이배추,4키로상자,중,3304.875,4026.5
201804중순,배추,얼갈이배추,4키로상자,중,2754.375,4088.33333333333
201804하순,배추,얼갈이배추,4키로상자,중,3385.7824074074,3504.625
201805상순,배추,얼갈이배추,4키로상자,중,3360.77314814814,3068.11111111111
201805중순,배추,얼갈이배추,4키로상자,중,3074.875,2584.0
201805하순,배추,얼갈이배추,4키로상자,중,2962.12222222222,3414.0
201806상순,배추,얼갈이배추,4키로상자,중,3057.93055555555,3053.125
201806중순,배추,얼갈이배추,4키로상자,중,3471.56481481481,2147.44444444444
201806하순,배추,얼갈이배추,4키로상자,중,3989.08796296296,3121.11111111111
201807상순,배추,얼갈이배추,4키로상자,중,4187.0324074074,5124.0
201807중순,배추,얼갈이배추,4키로상자,중,6767.02777777777,7003.55555555555
201807하순,배추,얼갈이배추,4키로상자,중,5889.65555555555,5009.88888888888
201808상순,배추,얼갈이배추,4키로상자,중,6041.24404761904,7821.625
201808중순,배추,얼갈이배추,4키로상자,중,5220.4074074074,10152.375
201808하순,배추,얼갈이배추,4키로상자,중,6392.57407407407,8006.1
201809상순,배추,얼갈이배추,4키로상자,중,5104.69444444444,9138.375
201809중순,배추,얼갈이배추,4키로상자,중,3575.66468253968,3141.66666666666
201809하순,배추,얼갈이배추,4키로상자,중,2484.17592592592,1684.8
201810상순,배추,얼갈이배추,4키로상자,중,2628.91851851851,1637.44444444444
